run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T133822391160,v6,v6+p7164c6b0516d+taa89282e3332,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_openrouter_20260602T135149883654,v6,v6+p7164c6b0516d+taa89282e3332,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v6_B_extension_openrouter_20260602T133703282134,v6,v6+p7164c6b0516d+taa89282e3332,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E06_briefing_live_plus_style,False,wrong_tool,,lookup|policy,policy|lookup,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v6_B_extension_openrouter_20260602T135443680287,v6,v6+p7164c6b0516d+taa89282e3332,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G04_explicit_source_audit,False,wrong_tool,,source_audit,source_audit,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v6_B_group_openrouter_20260602T133858489517,v6,v6+p7164c6b0516d+taa89282e3332,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G04_explicit_source_audit,False,wrong_tool,,source_audit,source_audit,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v6_B_group_openrouter_20260602T135226826552,v6,v6+p7164c6b0516d+taa89282e3332,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
v7_B_cross_openrouter_20260602T142701606056,v7,v7+p68d769dc22d1+tad95477de294,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v7_B_cross_openrouter_20260602T142701606056,v7,v7+p68d769dc22d1+tad95477de294,cross,W02_rank_sources,False,wrong_tool,extra_tool_call,rank_sources,source_audit|rank_sources,False,False,False,extra tool call source_audit
v7_B_cross_openrouter_20260602T142701606056,v7,v7+p68d769dc22d1+tad95477de294,cross,W03_extract_citations,False,wrong_tool,extra_tool_call,extract_citations,extract_citations|extract_citations,False,False,False,extra tool call extract_citations
v7_B_cross_openrouter_20260602T142701606056,v7,v7+p68d769dc22d1+tad95477de294,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v7_B_cross_openrouter_20260602T142701606056,v7,v7+p68d769dc22d1+tad95477de294,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v8_B_cross_openrouter_20260602T142803162563,v8,v8+pe1fbc4deebc7+t9516163bcaae,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v8_B_cross_openrouter_20260602T142803162563,v8,v8+pe1fbc4deebc7+t9516163bcaae,cross,W02_rank_sources,False,wrong_tool,extra_tool_call,rank_sources,rank_sources|source_audit,False,False,False,extra tool call source_audit
v8_B_cross_openrouter_20260602T142803162563,v8,v8+pe1fbc4deebc7+t9516163bcaae,cross,W03_extract_citations,False,wrong_tool,,extract_citations,extract_citations,True,True,True,
v8_B_cross_openrouter_20260602T142803162563,v8,v8+pe1fbc4deebc7+t9516163bcaae,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v8_B_cross_openrouter_20260602T142803162563,v8,v8+pe1fbc4deebc7+t9516163bcaae,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v9_B_base_openrouter_20260602T143114831811,v9,v9+pd62d67f47424+t4873b0eca0d9,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v9_B_cross_openrouter_20260602T142925055290,v9,v9+pd62d67f47424+t4873b0eca0d9,cross,W01_dedupe_sources,False,wrong_tool,,dedupe_sources,dedupe_sources,True,True,True,
v9_B_cross_openrouter_20260602T142925055290,v9,v9+pd62d67f47424+t4873b0eca0d9,cross,W02_rank_sources,False,wrong_tool,,rank_sources,rank_sources,True,True,True,
v9_B_cross_openrouter_20260602T142925055290,v9,v9+pd62d67f47424+t4873b0eca0d9,cross,W03_extract_citations,False,wrong_tool,,extract_citations,extract_citations,True,True,True,
v9_B_cross_openrouter_20260602T142925055290,v9,v9+pd62d67f47424+t4873b0eca0d9,cross,W04_claim_matrix,False,wrong_tool,,claim_matrix,claim_matrix,True,True,True,
v9_B_cross_openrouter_20260602T142925055290,v9,v9+pd62d67f47424+t4873b0eca0d9,cross,W05_briefing_outline,False,wrong_tool,,briefing_outline,briefing_outline,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E06_briefing_live_plus_style,False,wrong_tool,missing_tool_call,lookup|policy,policy,False,False,False,missing tool call lookup
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,,papers|policy,papers|policy,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E08_specific_url_not_arxiv,False,wrong_tool,,fetch|policy,fetch|policy,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E09_two_links_parallel,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v9_B_extension_openrouter_20260602T143209310253,v9,v9+pd62d67f47424+t4873b0eca0d9,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G01_timeline_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G02_social_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G03_lookup_month,False,wrong_arg_value,,lookup,lookup,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G04_explicit_source_audit,False,wrong_tool,,source_audit,source_audit,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G05_send_requires_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G06_multiturn_account_and_limit_override,True,wrong_arg_value,,timeline,timeline,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G07_multiturn_news_carryover,True,wrong_arg_value,,lookup,lookup,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G08_multiturn_fill_url,True,missing_info,,fetch,fetch,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G09_multiturn_switch_to_social_top,True,wrong_tool,,social_search,social_search,True,True,True,
v9_B_group_openrouter_20260602T143102781866,v9,v9+pd62d67f47424+t4873b0eca0d9,group,G10_multiturn_collect_sources_for_audit,True,wrong_arg_value,,source_audit,source_audit,True,True,True,
